Student_ID,Sex,Race-Ethnicity,Eco_Dis,Program,Course,Predicted_Grade,Project_Grade,Final_Grade,2020_indicator,Final Grade > Project Grade,Final Grade > Predicted Grade,Final Grade > Both,Final Grade <Both,Moved to Below Passing
2049,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2049,M,H,1,COURSE,"SPANISH AB INITIO., SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2049,M,H,1,COURSE,"BIOLOGY, SL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2049,M,H,1,COURSE,"MATH.STUDIES, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2049,M,H,1,COURSE,"MUSIC, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2031,M,H,0,COURSE,"ENGLISH A: Language and Literature, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2031,M,H,0,COURSE,"SPANISH AB INITIO., SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2031,M,H,0,COURSE,"HISTORY, HL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
2031,M,H,0,COURSE,"BIOLOGY, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2031,M,H,0,COURSE,"MATH.STUDIES, SL",3,5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2031,M,H,0,COURSE,"MUSIC, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2061,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2061,F,H,1,COURSE,"SPANISH B, SL",7,6,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
2061,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2061,F,H,1,COURSE,"HISTORY, HL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2061,F,H,1,COURSE,"MATH.STUDIES, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3796,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
3796,F,H,1,COURSE,"SPANISH B, SL",6,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
3796,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3796,F,H,1,COURSE,"HISTORY, HL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
3796,F,H,1,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2065,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
2065,F,H,1,COURSE,"SPANISH B, SL",7,4,5,1,TRUE,FALSE,FALSE,FALSE,FALSE
2065,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2065,F,H,1,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2066,M,H,0,DIPLOMA,"ENGLISH A: Language and Literature, HL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2066,M,H,0,DIPLOMA,"SPANISH AB INITIO., SL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2066,M,H,0,DIPLOMA,"HISTORY, HL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2066,M,H,0,DIPLOMA,"BIOLOGY, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2066,M,H,0,DIPLOMA,"MATH.STUDIES, SL",3,5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2066,M,H,0,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3000,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
3000,F,H,1,COURSE,"SPANISH AB INITIO., SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3000,F,H,1,COURSE,"HISTORY, HL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3000,F,H,1,COURSE,"BIOLOGY, SL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
3000,F,H,1,COURSE,"MATH.STUDIES, SL",3,5,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
3000,F,H,1,COURSE,"FILM, SL",2,2,3,1,TRUE,TRUE,TRUE,FALSE,FALSE
4663,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
4663,M,H,1,COURSE,"SPANISH B, SL",7,6,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
4663,M,H,1,COURSE,"HISTORY, HL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
4663,M,H,1,COURSE,"BIOLOGY, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
4663,M,H,1,COURSE,"MATH.STUDIES, SL",1,4,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
4663,M,H,1,COURSE,"VISUAL ARTS, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2475,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2475,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2475,M,H,1,COURSE,"HISTORY, HL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
2475,M,H,1,COURSE,"MATH.STUDIES, SL",2,5,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2475,M,H,1,COURSE,"FILM, SL",2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2472,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
2472,M,H,1,COURSE,"SPANISH B, SL",6,6,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
2472,M,H,1,COURSE,"HISTORY, HL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2472,M,H,1,COURSE,"BIOLOGY, SL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
2472,M,H,1,COURSE,"MATH.STUDIES, SL",2,5,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2472,M,H,1,COURSE,"MUSIC, SL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2039,F,H,0,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2039,F,H,0,COURSE,"SPANISH B, SL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2039,F,H,0,COURSE,"HISTORY, HL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2039,F,H,0,COURSE,"BIOLOGY, SL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2039,F,H,0,COURSE,"MATH.STUDIES, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7413,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,5,4,1,FALSE,FALSE,FALSE,TRUE,FALSE
7413,M,H,1,DIPLOMA,"SPANISH B, HL",5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
7413,M,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
7413,M,H,1,DIPLOMA,"HISTORY, HL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
7413,M,H,1,DIPLOMA,"BIOLOGY, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7413,M,H,1,DIPLOMA,"MATH.STUDIES, SL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
7413,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7208,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",4,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
7208,F,H,1,COURSE,"SPANISH AB INITIO., SL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
7208,F,H,1,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7208,F,H,1,COURSE,"BIOLOGY, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7208,F,H,1,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7208,F,H,1,COURSE,"MUSIC, SL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
3191,F,H,0,COURSE,"SPANISH B, SL",4,5,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
3191,F,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3191,F,H,0,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3191,F,H,0,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3191,F,H,0,COURSE,"FILM, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3085,M,H,0,COURSE,"ENGLISH A: Language and Literature, HL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3085,M,H,0,COURSE,"SPANISH AB INITIO., SL",5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
3085,M,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3085,M,H,0,COURSE,"HISTORY, HL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
3085,M,H,0,COURSE,"MATH.STUDIES, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2072,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2072,M,H,1,COURSE,"SPANISH B, SL",7,6,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
2072,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2072,M,H,1,COURSE,"HISTORY, HL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2072,M,H,1,COURSE,"MATH.STUDIES, SL",2,5,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1778,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1778,F,H,1,COURSE,"SPANISH B, SL",7,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
1778,F,H,1,COURSE,"HISTORY, HL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1778,F,H,1,COURSE,"BIOLOGY, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1778,F,H,1,COURSE,"MATH.STUDIES, SL",1,4,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1778,F,H,1,COURSE,"DANCE, SL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
3821,M,H,1,COURSE,"SPANISH B, SL",6,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
3821,M,H,1,COURSE,"HISTORY, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
3821,M,H,1,COURSE,"BIOLOGY, SL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
3821,M,H,1,COURSE,"MATH.STUDIES, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2294,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",4,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
2294,M,H,1,COURSE,"HISTORY, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2294,M,H,1,COURSE,"BIOLOGY, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2294,M,H,1,COURSE,"MATHEMATICS, SL",2,3,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
3087,M,H,1,COURSE,"SPANISH B, SL",6,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
3087,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3087,M,H,1,COURSE,"HISTORY, HL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
3087,M,H,1,COURSE,"MATH.STUDIES, SL",1,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3042,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3042,M,H,1,COURSE,"HISTORY, HL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3927,M,H,0,COURSE,"ENGLISH A: Language and Literature, HL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3927,M,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
3927,M,H,0,COURSE,"HISTORY, HL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
3927,M,H,0,COURSE,"MATH.STUDIES, SL",1,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
6186,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6186,F,H,1,COURSE,"SPANISH B, SL",7,4,5,1,TRUE,FALSE,FALSE,FALSE,FALSE
6186,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
6186,F,H,1,COURSE,"HISTORY, HL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6186,F,H,1,COURSE,"MATH.STUDIES, SL",2,5,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6186,F,H,1,COURSE,"VISUAL ARTS, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2079,M,H,0,COURSE,"ENGLISH A: Language and Literature, HL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
2079,M,H,0,COURSE,"SPANISH B, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2079,M,H,0,COURSE,"HISTORY, HL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2079,M,H,0,COURSE,"BIOLOGY, SL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2079,M,H,0,COURSE,"MATHEMATICS, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2079,M,H,0,COURSE,"MUSIC, SL",2,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2267,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2267,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2267,M,H,1,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2267,M,H,1,COURSE,"MATH.STUDIES, SL",1,5,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
2267,M,H,1,COURSE,"MUSIC, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
4657,M,H,0,COURSE,"SPANISH B, HL",5,7,6,1,FALSE,TRUE,FALSE,FALSE,FALSE
4657,M,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
4657,M,H,0,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
4657,M,H,0,COURSE,"MATH.STUDIES, SL",2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
4657,M,H,0,COURSE,"THEATRE, SL",4,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2288,M,H,0,DIPLOMA,"ENGLISH A: Language and Literature, HL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2288,M,H,0,DIPLOMA,"SPANISH B, SL",5,7,6,1,FALSE,TRUE,FALSE,FALSE,FALSE
2288,M,H,0,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2288,M,H,0,DIPLOMA,"HISTORY, HL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2288,M,H,0,DIPLOMA,"MATH.STUDIES, SL",1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2288,M,H,0,DIPLOMA,"THEORY OF KNOWLEDGE., TK",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
3933,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
3933,F,H,1,COURSE,"SPANISH AB INITIO., SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
3933,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
1829,F,H,1,COURSE,"SPANISH B, SL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
1829,F,H,1,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1829,F,H,1,COURSE,"BIOLOGY, SL",1,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
1829,F,H,1,COURSE,"MATH.STUDIES, SL",2,5,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7178,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",4,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
7178,M,H,1,DIPLOMA,"SPANISH B, SL",7,7,6,1,FALSE,FALSE,FALSE,TRUE,FALSE
7178,M,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7178,M,H,1,DIPLOMA,"HISTORY, HL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
7178,M,H,1,DIPLOMA,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7178,M,H,1,DIPLOMA,"FILM, HL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
7178,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2093,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2093,M,H,1,COURSE,"SPANISH B, SL",7,6,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
2093,M,H,1,COURSE,"MATH.STUDIES, SL",3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2093,M,H,1,COURSE,"MUSIC, SL",2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
1857,F,H,1,COURSE,"SPANISH AB INITIO., SL",4,7,5,1,FALSE,TRUE,FALSE,FALSE,FALSE
1857,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
1857,F,H,1,COURSE,"MUSIC, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
1396,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
1396,F,H,1,COURSE,"SPANISH AB INITIO., SL",5,5,4,1,FALSE,FALSE,FALSE,TRUE,FALSE
1396,F,H,1,COURSE,"HISTORY, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
1396,F,H,1,COURSE,"BIOLOGY, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1396,F,H,1,COURSE,"MATH.STUDIES, SL",1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
6204,M,H,0,COURSE,"ENGLISH A: Language and Literature, HL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
6204,M,H,0,COURSE,"SPANISH B, SL",5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
6204,M,H,0,COURSE,"HISTORY, HL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6204,M,H,0,COURSE,"BIOLOGY, SL",1,3,2,1,FALSE,TRUE,FALSE,FALSE,FALSE
6204,M,H,0,COURSE,"MATH.STUDIES, SL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
6204,M,H,0,COURSE,"THEATRE, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1905,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
1905,F,H,1,COURSE,"SPANISH AB INITIO., SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1905,F,H,1,COURSE,"HISTORY, HL",3,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
1905,F,H,1,COURSE,"BIOLOGY, SL",2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1905,F,H,1,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1905,F,H,1,COURSE,"FILM, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6191,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6191,M,H,1,COURSE,"SPANISH B, SL",6,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
6191,M,H,1,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6191,M,H,1,COURSE,"BIOLOGY, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6191,M,H,1,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
6191,M,H,1,COURSE,"MUSIC, SL",3,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
4145,F,H,1,COURSE,"SPANISH B, SL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
4145,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
4145,F,H,1,COURSE,"HISTORY, HL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
4145,F,H,1,COURSE,"MATH.STUDIES, SL",1,4,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
14,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",5,3,4,1,TRUE,FALSE,FALSE,FALSE,FALSE
14,F,H,1,COURSE,"SPANISH B, SL",7,7,6,1,FALSE,FALSE,FALSE,TRUE,FALSE
14,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
14,F,H,1,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
14,F,H,1,COURSE,"THEATRE, SL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2208,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2208,M,H,1,COURSE,"SPANISH AB INITIO., SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2208,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2208,M,H,1,COURSE,"HISTORY, HL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2208,M,H,1,COURSE,"MATH.STUDIES, SL",2,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2208,M,H,1,COURSE,"MUSIC, SL",3,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE
3907,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",4,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
3907,M,H,1,COURSE,"SPANISH AB INITIO., SL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
3907,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
3907,M,H,1,COURSE,"HISTORY, HL",2,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE
2875,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2875,F,H,1,DIPLOMA,"SPANISH B, SL",4,5,4,1,FALSE,FALSE,FALSE,FALSE,FALSE
2875,F,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2875,F,H,1,DIPLOMA,"HISTORY, HL",3,4,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2875,F,H,1,DIPLOMA,"MATH.STUDIES, SL",4,4,3,1,FALSE,FALSE,FALSE,TRUE,TRUE
2875,F,H,1,DIPLOMA,"DANCE, HL",4,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
2875,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
2316,M,H,1,COURSE,"SPANISH AB INITIO., SL",1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE
4666,F,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
4666,F,H,0,COURSE,"MATH.STUDIES, SL",1,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
1944,M,H,0,COURSE,"SPANISH AB INITIO., SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1944,M,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
1944,M,H,0,COURSE,"HISTORY, HL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2325,F,W,1,COURSE,"ENGLISH A: Language and Literature, HL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2325,F,W,1,COURSE,"SPANISH B, SL",3,2,3,1,TRUE,FALSE,FALSE,FALSE,FALSE
2325,F,W,1,COURSE,"HISTORY, HL",3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
2325,F,W,1,COURSE,"BIOLOGY, SL",1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
2325,F,W,1,COURSE,"MATH.STUDIES, SL",1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
