Student_ID,Sex,Race-Ethnicity,Eco_Dis,Program,Course,Predicted_Grade,Project_Grade,Final_Grade,2020_indicator,Final Grade > Project Grade,Final Grade > Predicted Grade,Final Grade > Both,Final Grade <Both,Moved to Below Passing
1833,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
3582,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
3582,F,H,1,DIPLOMA,"SPANISH AB INITIO., SL",4,4,3,0,FALSE,FALSE,FALSE,TRUE,TRUE
3582,F,H,1,DIPLOMA,"HISTORY, HL",3,3,2,0,FALSE,FALSE,FALSE,TRUE,FALSE
3582,F,H,1,DIPLOMA,"BIOLOGY, HL",1,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
3582,F,H,1,DIPLOMA,"MATH.STUDIES, SL",3,2,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
3582,F,H,1,DIPLOMA,"MUSIC, SL",5,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
3582,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
4593,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",2,4,4,0,FALSE,TRUE,FALSE,FALSE,FALSE
4593,F,H,1,DIPLOMA,"SPANISH B, HL",6,6,5,0,FALSE,FALSE,FALSE,TRUE,FALSE
4593,F,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
4593,F,H,1,DIPLOMA,"HISTORY, HL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
4593,F,H,1,DIPLOMA,"MATH.STUDIES, SL",2,3,3,0,FALSE,TRUE,FALSE,FALSE,FALSE
4593,F,H,1,DIPLOMA,"VISUAL ARTS, HL",6,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE
4593,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
4591,M,H,0,DIPLOMA,"ENGLISH A: Language and Literature, HL",2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
4591,M,H,0,DIPLOMA,"SPANISH B, HL",5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE
4591,M,H,0,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
4591,M,H,0,DIPLOMA,"HISTORY, HL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
4591,M,H,0,DIPLOMA,"MATH.STUDIES, SL",2,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
4591,M,H,0,DIPLOMA,"MUSIC, SL",5,2,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
4591,M,H,0,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
1858,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",1,2,2,0,FALSE,TRUE,FALSE,FALSE,FALSE
1858,M,H,1,DIPLOMA,"SPANISH AB INITIO., SL",2,4,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1858,M,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1858,M,H,1,DIPLOMA,"HISTORY, HL",1,2,2,0,FALSE,TRUE,FALSE,FALSE,FALSE
1858,M,H,1,DIPLOMA,"BIOLOGY, HL",1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1858,M,H,1,DIPLOMA,"MATHEMATICS, SL",1,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1858,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
1881,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
1881,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",4,2,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
1881,F,H,1,COURSE,"HISTORY, HL",2,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
1881,F,H,1,COURSE,"BIOLOGY, HL",2,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
1881,F,H,1,COURSE,"MATH.STUDIES, SL",4,1,4,0,TRUE,FALSE,FALSE,FALSE,FALSE
6055,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
4929,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,3,3,0,FALSE,TRUE,FALSE,FALSE,FALSE
4929,M,H,1,COURSE,"SPANISH B, HL",6,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE
4929,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
4929,M,H,1,COURSE,"HISTORY, HL",2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
4929,M,H,1,COURSE,"MATH.STUDIES, SL",1,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
4929,M,H,1,COURSE,"MUSIC, SL",4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1520,M,H,1,COURSE,"ENGLISH A: Language and Literature, HL",1,3,2,0,FALSE,TRUE,FALSE,FALSE,FALSE
1520,M,H,1,COURSE,"SPANISH AB INITIO., SL",2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1520,M,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",1,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1520,M,H,1,COURSE,"HISTORY, HL",2,2,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
1898,M,H,0,COURSE,"ENGLISH A: Language and Literature, HL",2,3,3,0,FALSE,TRUE,FALSE,FALSE,FALSE
1898,M,H,0,COURSE,"SPANISH B, SL",4,6,3,0,FALSE,FALSE,FALSE,TRUE,TRUE
1898,M,H,0,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1898,M,H,0,COURSE,"HISTORY, HL",3,4,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6062,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",2,4,3,0,FALSE,TRUE,FALSE,FALSE,FALSE
6062,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
6062,F,H,1,COURSE,"HISTORY, HL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
6062,F,H,1,COURSE,"MATH.STUDIES, SL",3,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
6062,F,H,1,COURSE,"DANCE, HL",3,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
6291,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
6291,F,H,1,COURSE,"SPANISH B, SL",4,5,4,0,FALSE,FALSE,FALSE,FALSE,FALSE
6291,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
6291,F,H,1,COURSE,"HISTORY, HL",2,4,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
6291,F,H,1,COURSE,"MATH.STUDIES, SL",2,4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
1906,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1906,F,H,1,DIPLOMA,"SPANISH AB INITIO., SL",5,6,4,0,FALSE,FALSE,FALSE,TRUE,FALSE
1906,F,H,1,DIPLOMA,"HISTORY, HL",2,2,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
1906,F,H,1,DIPLOMA,"BIOLOGY, HL",1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1906,F,H,1,DIPLOMA,"MATH.STUDIES, SL",2,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1906,F,H,1,DIPLOMA,"DANCE, SL",4,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1906,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
1868,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",4,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE
1868,M,H,1,DIPLOMA,"SPANISH B, SL",6,7,7,0,FALSE,TRUE,FALSE,FALSE,FALSE
1868,M,H,1,DIPLOMA,"HISTORY, HL",2,2,3,0,TRUE,TRUE,TRUE,FALSE,FALSE
1868,M,H,1,DIPLOMA,"BIOLOGY, SL",3,2,4,0,TRUE,TRUE,TRUE,FALSE,FALSE
1868,M,H,1,DIPLOMA,"MATHEMATICS, SL",3,4,2,0,FALSE,FALSE,FALSE,TRUE,FALSE
1868,M,H,1,DIPLOMA,"FILM, HL",2,2,3,0,TRUE,TRUE,TRUE,FALSE,FALSE
1868,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
2011,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE
2011,F,H,1,DIPLOMA,"SPANISH B, SL",6,6,6,0,FALSE,FALSE,FALSE,FALSE,FALSE
2011,F,H,1,DIPLOMA,"HISTORY, HL",2,3,3,0,FALSE,TRUE,FALSE,FALSE,FALSE
2011,F,H,1,DIPLOMA,"BIOLOGY, HL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
2011,F,H,1,DIPLOMA,"MATHEMATICS, SL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
2011,F,H,1,DIPLOMA,"MUSIC, HL",5,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
2011,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
4619,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",4,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE
4619,M,H,1,DIPLOMA,"SPANISH B, SL",5,7,6,0,FALSE,TRUE,FALSE,FALSE,FALSE
4619,M,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,2,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
4619,M,H,1,DIPLOMA,"HISTORY, HL",3,4,4,0,FALSE,TRUE,FALSE,FALSE,FALSE
4619,M,H,1,DIPLOMA,"MATH.STUDIES, SL",4,2,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
4619,M,H,1,DIPLOMA,"FILM, HL",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
4619,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1921,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",2,3,3,0,FALSE,TRUE,FALSE,FALSE,FALSE
1921,F,H,1,DIPLOMA,"SPANISH B, HL",5,4,5,0,TRUE,FALSE,FALSE,FALSE,FALSE
1921,F,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
1921,F,H,1,DIPLOMA,"HISTORY, HL",1,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1921,F,H,1,DIPLOMA,"MATH.STUDIES, SL",2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1921,F,H,1,DIPLOMA,"MUSIC, HL",2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1921,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
4045,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE
4045,M,H,1,DIPLOMA,"SPANISH AB INITIO., SL",5,5,4,0,FALSE,FALSE,FALSE,TRUE,FALSE
4045,M,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
4045,M,H,1,DIPLOMA,"HISTORY, HL",3,4,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
4045,M,H,1,DIPLOMA,"MATH.STUDIES, SL",5,5,3,0,FALSE,FALSE,FALSE,TRUE,TRUE
4045,M,H,1,DIPLOMA,"MUSIC, HL",6,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
4045,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
1927,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",7,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE
1927,F,H,1,DIPLOMA,"SPANISH AB INITIO., SL",6,7,6,0,FALSE,FALSE,FALSE,FALSE,FALSE
1927,F,H,1,DIPLOMA,"HISTORY, HL",5,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE
1927,F,H,1,DIPLOMA,"BIOLOGY, HL",3,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1927,F,H,1,DIPLOMA,"MATHEMATICS, SL",3,4,2,0,FALSE,FALSE,FALSE,TRUE,FALSE
1927,F,H,1,DIPLOMA,"FILM, SL",4,5,5,0,FALSE,TRUE,FALSE,FALSE,FALSE
1927,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",5,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
3947,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",3,4,4,0,FALSE,TRUE,FALSE,FALSE,FALSE
3947,M,H,1,DIPLOMA,"SPANISH AB INITIO., SL",4,4,3,0,FALSE,FALSE,FALSE,TRUE,TRUE
3947,M,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",3,2,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
3947,M,H,1,DIPLOMA,"HISTORY, HL",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
3947,M,H,1,DIPLOMA,"MATH.STUDIES, SL",4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
3947,M,H,1,DIPLOMA,"FILM, HL",2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
3947,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1934,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",5,4,5,0,TRUE,FALSE,FALSE,FALSE,FALSE
1934,F,H,1,DIPLOMA,"SPANISH B, SL",6,7,6,0,FALSE,FALSE,FALSE,FALSE,FALSE
1934,F,H,1,DIPLOMA,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",5,4,3,0,FALSE,FALSE,FALSE,TRUE,TRUE
1934,F,H,1,DIPLOMA,"HISTORY, HL",4,4,3,0,FALSE,FALSE,FALSE,TRUE,TRUE
1934,F,H,1,DIPLOMA,"MATH.STUDIES, SL",6,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE
1934,F,H,1,DIPLOMA,"MUSIC, HL",5,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1934,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1935,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1935,F,H,1,DIPLOMA,"SPANISH AB INITIO., SL",5,5,4,0,FALSE,FALSE,FALSE,TRUE,FALSE
1935,F,H,1,DIPLOMA,"HISTORY, HL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1935,F,H,1,DIPLOMA,"BIOLOGY, SL",1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1935,F,H,1,DIPLOMA,"MATH.STUDIES, SL",3,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
1935,F,H,1,DIPLOMA,"VISUAL ARTS, HL",1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1935,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
3008,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
3008,F,H,1,DIPLOMA,"SPANISH AB INITIO., SL",4,5,3,0,FALSE,FALSE,FALSE,TRUE,TRUE
3008,F,H,1,DIPLOMA,"HISTORY, HL",3,4,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
3008,F,H,1,DIPLOMA,"BIOLOGY, HL",3,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
3008,F,H,1,DIPLOMA,"MATH.STUDIES, SL",1,4,2,0,FALSE,TRUE,FALSE,FALSE,FALSE
3008,F,H,1,DIPLOMA,"THEATRE, SL",3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
3008,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
1926,F,H,1,COURSE,"ENGLISH A: Language and Literature, HL",1,3,4,0,TRUE,TRUE,TRUE,FALSE,FALSE
1926,F,H,1,COURSE,"SPANISH B, SL",5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE
1926,F,H,1,COURSE,"ENVIRONMENTAL SYSTEMS AND SOCIETIES, SL",2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1926,F,H,1,COURSE,"HISTORY, HL",1,2,2,0,FALSE,TRUE,FALSE,FALSE,FALSE
1926,F,H,1,COURSE,"MATH.STUDIES, SL",2,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1926,F,H,1,COURSE,"MUSIC, HL",4,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
2019,F,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",4,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE
2019,F,H,1,DIPLOMA,"SPANISH B, HL",5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE
2019,F,H,1,DIPLOMA,"HISTORY, HL",3,3,2,0,FALSE,FALSE,FALSE,TRUE,FALSE
2019,F,H,1,DIPLOMA,"BIOLOGY, SL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
2019,F,H,1,DIPLOMA,"MATHEMATICS, SL",1,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
2019,F,H,1,DIPLOMA,"VISUAL ARTS, HL",2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
2019,F,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,1,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
1940,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1940,M,H,1,DIPLOMA,"SPANISH B, HL",5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE
1940,M,H,1,DIPLOMA,"HISTORY, HL",3,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1940,M,H,1,DIPLOMA,"BIOLOGY, SL",1,1,2,0,TRUE,TRUE,TRUE,FALSE,FALSE
1940,M,H,1,DIPLOMA,"MATH.STUDIES, SL",3,4,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1940,M,H,1,DIPLOMA,"MUSIC, SL",6,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1940,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",3,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1949,M,H,1,DIPLOMA,"ENGLISH A: Language and Literature, HL",1,3,2,0,FALSE,TRUE,FALSE,FALSE,FALSE
1949,M,H,1,DIPLOMA,"SPANISH AB INITIO., SL",2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1949,M,H,1,DIPLOMA,"HISTORY, HL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
1949,M,H,1,DIPLOMA,"BIOLOGY, HL",1,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1949,M,H,1,DIPLOMA,"MATH.STUDIES, SL",2,3,0,0,FALSE,FALSE,FALSE,TRUE,FALSE
1949,M,H,1,DIPLOMA,"MUSIC, SL",4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
1949,M,H,1,DIPLOMA,"THEORY OF KNOWLEDGE., TK",2,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
6334,F,H,1,COURSE,"SPANISH AB INITIO., SL",2,3,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
6334,F,H,1,COURSE,"HISTORY, HL",1,2,2,0,FALSE,TRUE,FALSE,FALSE,FALSE
